 physE2: E_i      B_i
   24.8252950598861       0.425104791108369     
   25.9767136451823        71.2753363295697     
   28.4105716769787        2.47519320178653     
   35.7601241490927        3.35507185746269     
   36.6604428976036       6.729549197951158E-002
   37.0972380794480        1.43534600014214     
   37.4930036414614        16.3041225632636     
   38.7966589924083        1.86355589705307     
   39.6124123866427       1.008968221924721E-002
   42.4238100692119       0.543933474221075     
   43.2853412489645       0.184904942002465     
   44.6415981835475        30.3550609628546     
   46.6519958244359       0.290008379198642     
   47.4166361405806       0.212482435270463     
   54.1061855868580        12.9386077451596     
   55.4946866384764       0.318335190651857     
