    2    2                  1.261566261010080
    2    3                  0.562026145640957
    2    9                  0.049360893425464
    3    2                 -0.562026145640957
    3    3                  0.797884560802864
    3    8                  0.049360893425463
    4    4                  2.832209231647886
    4    6                  0.756939756606047
    6    4                 -0.756939756606047
    6    6                  2.270819269818143
    7    7                  4.701042508777365
    7   10                  0.904716052638162
    8    3                 -0.049360893425464
    8    8                  1.261566261010079
    8    9                  0.562026145640957
    9    2                 -0.049360893425464
    9    8                 -0.562026145640957
    9    9                  0.797884560802865
   10    7                 -0.904716052638160
   10   10                  4.046013188068409
