 -0.998789930859098       3.534499082302744E-017 -8.500051291784510E-019
  1.504392380177318E-030 -4.918001641396796E-002  3.091121990708328E-017
 -5.256005743550038E-017  9.639205496687376E-017 -1.400120002265180E-018
 -1.950720176963738E-017
  5.941427905219233E-017  0.999661898560943      -1.265728579634475E-017
  1.669417158504414E-029 -5.526654399795855E-017  2.602046809435388E-016
  4.350852608336413E-017  2.600170312749388E-002  2.342862260247421E-018
  9.867537441337166E-018
 -2.667121537783427E-017  1.640780936504665E-017  0.993553714640538     
  2.382409302628595E-046  1.827864491372952E-018  3.133417730455244E-033
 -1.504397720574246E-032 -1.195744212001594E-016  0.113362322329716     
 -2.951704835568217E-032
  1.593767021284709E-032 -7.936826414433565E-031  2.692849590533688E-047
  -1.00000000000000       3.897914303825520E-030  3.244522990784920E-017
 -2.919368897716885E-016 -7.072340225184734E-032 -8.848646022917899E-048
  3.076581167579880E-016
 -1.857969051746861E-019 -1.552206616602028E-017  7.326694141187870E-034
  2.018805914162190E-018 -1.945698872853762E-016  -1.00000000000000     
  3.269436492764646E-016 -5.885203543992564E-019  1.107800228087319E-034
  1.033039962676632E-017
  4.918001641396796E-002 -4.488596994089988E-017 -4.108111815978176E-018
 -1.380862599512107E-029 -0.998789930859098       6.082312184909196E-018
  4.257190841040359E-017  2.099422206479279E-017 -3.219271879787565E-018
 -3.995078405661785E-018
  5.838682581551319E-017 -1.104484265149271E-017 -5.070553384614703E-033
  1.117231605568486E-016  6.031380663955961E-017  2.949470366293144E-016
   1.00000000000000      -1.505393052076063E-016 -6.368879000049430E-033
  1.010476424756542E-016
  1.588343283507185E-017 -6.611520070707449E-018  1.918811802373657E-033
 -2.082074614809063E-017 -6.371836567180050E-018  8.001443796678545E-018
  1.387778780781446E-017 -8.453117270207279E-017 -1.699242036143148E-032
   1.00000000000000     
  3.234310605734628E-017 -2.600170312749394E-002 -1.247272826317433E-016
 -9.463813642540476E-031  5.389458885142299E-017 -1.531711797828391E-017
  1.579173480501601E-016  0.999661898560943       9.965870898381449E-017
  1.550749538296415E-016
 -1.158769295343318E-018 -8.191069204535191E-019 -0.113362322329716     
 -8.527153777690494E-048 -2.793182675896562E-018  6.500370309327738E-034
 -1.106325114868691E-032 -1.132152313317704E-016  0.993553714640538     
  7.525379049506205E-033
