 E1 transition densities
 TDA phonon=  0.374440704758204     
   2.49600000000000      -0.872387539260113      -0.884189191293092     
   2.52000000000000      -0.888381641918092      -0.900013373345228     
   2.54400000000000      -0.903631758017960      -0.915069536045888     
   2.56800000000000      -0.918106390601427      -0.929326696832212     
   2.59200000000000      -0.931776280284970      -0.942756198215733     
   2.61600000000000      -0.944614488507605      -0.955331787576652     
   2.64000000000000      -0.956596469901659      -0.967029685679930     
   2.66400000000000      -0.967700133627997      -0.977828643784371     
   2.68800000000000      -0.977905893580540      -0.987709989281095     
   2.71200000000000      -0.987196707427393      -0.996657659861901     
   2.73600000000000      -0.995558104516980       -1.00465822628029     
   2.76000000000000       -1.00297820273693       -1.01170090382840     
   2.78400000000000       -1.00944771447071       -1.01777755271094     
   2.80800000000000       -1.01495994185202       -1.02288266755286     
   2.83200000000000       -1.01951076156896       -1.02701335632953     
   2.85600000000000       -1.02309859951966       -1.03016930905788     
   2.88000000000000       -1.02572439566688       -1.03235275663239     
   2.90400000000000       -1.02739155948213       -1.03356842023242     
   2.92800000000000       -1.02810591640917       -1.03382345176556     
   2.95200000000000       -1.02787564581218       -1.03312736584652     
   2.97600000000000       -1.02671121090621       -1.03149196384161     
   3.00000000000000       -1.02462528119491       -1.02893125053549     
   3.02400000000000       -1.02163264796545       -1.02546134399949     
   3.04800000000000       -1.01775013340998       -1.02110037925898     
   3.07200000000000       -1.01299649395992       -1.01586840637211     
   3.09600000000000       -1.00739231843131       -1.00978728354223     
   3.12000000000000       -1.00095992158839       -1.00288056589290     
   3.14400000000000      -0.993723233736975      -0.995173390537232     
   3.16800000000000      -0.985707686960933      -0.986692358571852     
   3.19200000000000      -0.976940098612129      -0.977465414621457     
   3.21600000000000      -0.967448552658929      -0.967521724551736     
   3.24000000000000      -0.957262279489155      -0.956891551957159     
   3.26400000000000      -0.946411534751461      -0.945606134015878     
   3.28800000000000      -0.934927477804239      -0.933697557286773     
   3.31200000000000      -0.922842050323650      -0.921198634003984     
   3.33600000000000      -0.910187855602366      -0.908142779402057     
   3.36000000000000      -0.896998039048499      -0.894563890580586     
   3.38400000000000      -0.883306170369891      -0.880496227390944     
   3.40800000000000      -0.869146127903046      -0.865974295799837     
   3.43200000000000      -0.854551985518394      -0.851032734155013     
   3.45600000000000      -0.839557902504782      -0.835706202747938     
   3.48000000000000      -0.824198016806100      -0.820029277036686     
   3.50400000000000      -0.808506341952217      -0.804036344860074     
   3.52800000000000      -0.792516667994909      -0.787761507941253     
   3.55200000000000      -0.776262466727661      -0.771238487945997     
   3.57600000000000      -0.759776801436114      -0.754500537327709     
   3.60000000000000      -0.743092241393898      -0.737580355158273     
   3.62400000000000      -0.726240781286658      -0.720510008111147     
   3.64800000000000      -0.709253765715614      -0.703320856730971     
   3.67200000000000      -0.692161818900945      -0.686043487092469     
   3.69600000000000      -0.674994779675085      -0.668707647920798     
   3.72000000000000      -0.657781641826507      -0.651342193215796     
   3.74400000000000      -0.640550499826210      -0.633975030394110     
   3.76800000000000      -0.623328499941684      -0.616633073935742     
   3.79200000000000      -0.606141796717122      -0.599342204495703     
   3.81600000000000      -0.589015514773753      -0.582127233416801     
   3.84000000000000      -0.571973715860804      -0.565011872556560     
   3.86400000000000      -0.555039371065677      -0.548018709319819     
   3.88800000000000      -0.538234338071484      -0.531169186768579     
   3.91200000000000      -0.521579343331288      -0.514483588662564     
   3.93600000000000      -0.505093969011119      -0.497981029267269     
   3.96000000000000      -0.488796644538289      -0.481679447751544     
   3.98400000000000      -0.472704642577505      -0.465595606983457     
   4.00800000000000      -0.456834079244972      -0.449745096521787     
   4.03200000000000      -0.441199918359956      -0.434142339590572     
   4.05600000000000      -0.425815979524149      -0.418800603816006     
   4.08000000000000      -0.410694949811638      -0.403732015498287     
   4.10400000000000      -0.395848398846268      -0.388947577185993     
   4.12800000000000      -0.381286797038625      -0.374457188316962     
   4.15200000000000      -0.367019536751794      -0.360269668687485     
   4.17600000000000      -0.353054956163270      -0.346392784510845     
   4.20000000000000      -0.339400365590017      -0.332833276826747     
   4.22400000000000      -0.326062076044419      -0.319596892024866     
   4.24800000000000      -0.313045429790893      -0.306688414248656     
   4.27200000000000      -0.300354832675935      -0.294111699449437     
   4.29600000000000      -0.287993788008483      -0.281869710865718     
   4.32000000000000      -0.275964931772428      -0.269964555708443     
   4.34400000000000      -0.264270068958979      -0.258397522839533     
   4.36800000000000      -0.252910210813153      -0.247169121238318     
   4.39200000000000      -0.241885612795990      -0.236279119058499     
   4.41600000000000      -0.231195813071919      -0.225726583086725     
   4.44000000000000      -0.220839671339169      -0.215509918422908     
   4.46400000000000      -0.210815407829912      -0.205626908211743     
   4.48800000000000      -0.201120642316078      -0.196074753264622     
   4.51200000000000      -0.191752432966251      -0.186850111421053     
   4.53600000000000      -0.182707314908822      -0.177949136508822     
   4.56000000000000      -0.173981338366401      -0.169367516772343     
   4.58400000000000      -0.165570106236500      -0.161100512648886     
   4.60800000000000      -0.157468811003446      -0.153142993782635     
   4.63200000000000      -0.149672270876485      -0.145489475176641     
   4.65600000000000      -0.142174965058858      -0.138134152392812     
   4.68000000000000      -0.134971068062415      -0.131070935719888     
   4.70400000000000      -0.128054482991842      -0.124293483239009     
   4.72800000000000      -0.121418873731950      -0.117795232725827     
   4.75200000000000      -0.115057695980502      -0.111569432337217     
   4.77600000000000      -0.108964227077870      -0.105609170039350     
   4.80000000000000      -0.103131594593241      -9.990740174231363E-002
   4.82400000000000      -9.755280363520961E-002 -9.445697811446874E-002
   4.84800000000000      -9.222076286231216E-002 -8.925067005733872E-002
   4.87200000000000      -8.712830917642697E-002 -8.428119282905830E-002
   4.89600000000000      -8.226823108888040E-002 -7.954122881116539E-002
   4.92000000000000      -7.763329075564770E-002 -7.502344891989153E-002
   4.94400000000000      -7.321624468412706E-002 -7.072053266900255E-002
   4.96800000000000      -6.900986311965929E-002 -6.662518689672907E-002
   4.99200000000000      -6.500694812520455E-002 -6.273016317434729E-002
   5.01600000000000      -6.120035037242279E-002 -5.902827391858000E-002
   5.04000000000000      -5.758298466679598E-002 -5.551240723414441E-002
   5.06400000000000      -5.414784423342087E-002 -5.217554051652772E-002
   5.08800000000000      -5.088801379366720E-002 -4.901075284839392E-002
   5.11200000000000      -4.779668146607432E-002 -4.601123622596240E-002
   5.13600000000000      -4.486714952763644E-002 -4.317030565423360E-002
   5.16000000000000      -4.209284407404223E-002 -4.048140815211124E-002
   5.18400000000000      -3.946732361946983E-002 -3.793813071027040E-002
   5.20800000000000      -3.698428667824837E-002 -3.553420724609695E-002
   5.23200000000000      -3.463757837205605E-002 -3.326352460115653E-002
   5.25600000000000      -3.242119610738925E-002 -3.112012762749546E-002
   5.28000000000000      -3.032929436878964E-002 -2.909822340961564E-002
   5.30400000000000      -2.835618867380508E-002 -2.719218466924996E-002
   5.32800000000000      -2.649635873587756E-002 -2.539655240008706E-002
   5.35200000000000      -2.474445088133929E-002 -2.370603777939577E-002
   5.37600000000000      -2.309527976645195E-002 -2.211552340307823E-002
   5.40000000000000      -2.154382943998510E-002 -2.062006389007490E-002
   5.42400000000000      -2.008525379619472E-002 -1.921488590125545E-002
   5.44800000000000      -1.871487646226792E-002 -1.789538761698919E-002
   5.47200000000000      -1.742819016334693E-002 -1.665713771650214E-002
   5.49600000000000      -1.622085560716513E-002 -1.549587390092413E-002
   5.52000000000000      -1.508869992912366E-002 -1.440750100061231E-002
   5.54400000000000      -1.402771473733681E-002 -1.338808870593478E-002
   5.56800000000000      -1.303405379578280E-002 -1.243386895921440E-002
   5.59200000000000      -1.210403038223432E-002 -1.154123304398832E-002
   5.61600000000000      -1.123411435612322E-002 -1.070672840614626E-002
   5.64000000000000      -1.042092896992495E-002 -9.927055239878531E-003
   5.66400000000000      -9.661247456048776E-003 -9.199062869710726E-003
   5.68800000000000      -8.951989419594519E-003 -8.519745958230955E-003
   5.71200000000000      -8.290217065701874E-003 -7.886240567442960E-003
   5.73600000000000      -7.673131288579001E-003 -7.295820100008765E-003
   5.76000000000000      -7.098067647665572E-003 -6.745891144990064E-003
   5.78400000000000      -6.562492254766966E-003 -6.233989251062631E-003
   5.80800000000000      -6.063997594401426E-003 -5.757774648572998E-003
   5.83200000000000      -5.600298298033224E-003 -5.315027940233434E-003
   5.85600000000000      -5.169226891332514E-003 -4.903645778719757E-003
   5.88000000000000      -4.768729532107653E-003 -4.521636547947232E-003
   5.90400000000000      -4.396861755106130E-003 -4.167116063360180E-003
   5.92800000000000      -4.051784238477086E-003 -3.838303305181647E-003
   5.95200000000000      -3.731758605337384E-003 -3.533516197235811E-003
   5.97600000000000      -3.435143272584110E-003 -3.251167442677235E-003
   6.00000000000000      -3.160389357854763E-003 -2.989760426742432E-003
 TDA phonon=   12.8475161887622     
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  2.400000000000000E-002  4.311420101257807E-008  4.360498835721180E-008
  4.800000000000000E-002  6.892246734513774E-007  6.970640791979365E-007
  7.199999999999999E-002  3.484121303465893E-006  3.523697178288056E-006
  9.600000000000000E-002  1.098910806399869E-005  1.111369696525932E-005
  0.120000000000000       2.675860033960306E-005  2.706123831964876E-005
  0.144000000000000       5.530899245925945E-005  5.593267093002431E-005
  0.168000000000000       1.020790246607856E-004  1.032260323378945E-004
  0.192000000000000       1.733819412858277E-004  1.753221833864014E-004
  0.216000000000000       2.763497924231872E-004  2.794279304946087E-004
  0.240000000000000       4.188702890354435E-004  4.235115588944344E-004
  0.264000000000000       6.095166763946969E-004  6.162312575034437E-004
  0.288000000000000       8.574711420164048E-004  8.668569690424182E-004
  0.312000000000000       1.172442321840853E-003  1.185186247949803E-003
  0.336000000000000       1.564577511824229E-003  1.581454753235162E-003
  0.360000000000000       2.044370231052050E-003  2.066242043324233E-003
  0.384000000000000       2.622563816697539E-003  2.650373374889288E-003
  0.408000000000000       3.310051760373622E-003  3.344818237379316E-003
  0.432000000000000       4.117775519464999E-003  4.160586379255099E-003
  0.456000000000000       5.056620555710919E-003  5.108622100626268E-003
  0.480000000000000       6.137311366516162E-003  6.199697599956938E-003
  0.504000000000000       7.370306282114258E-003  7.444306169672859E-003
  0.528000000000000       8.765692803752823E-003  8.852556036830854E-003
  0.552000000000000       1.033308425451833E-002  1.043406564051016E-002
  0.576000000000000       1.208151850530968E-002  1.219786112730841E-002
  0.600000000000000       1.401935952389285E-002  1.415227683037066E-002
  0.624000000000000       1.615420247504819E-002  1.630485947588818E-002
  0.648000000000000       1.849278307472384E-002  1.866227683415726E-002
  0.672000000000000       2.104089187103633E-002  2.123023150030852E-002
  0.696000000000000       2.380329409015302E-002  2.401338045296465E-002
  0.720000000000000       2.678365564582485E-002  2.701526099765418E-002
  0.744000000000000       2.998447586791790E-002  3.023822365612985E-002
  0.768000000000000       3.340702745805380E-002  3.368337251317157E-002
  0.792000000000000       3.705130412977437E-002  3.735051347938070E-002
  0.816000000000000       4.091597633688006E-002  4.123811087230690E-002
  0.840000000000000       4.499835543716242E-002  4.534325265942028E-002
  0.864000000000000       4.929436658007851E-002  4.966162464539790E-002
  0.888000000000000       5.379853054644029E-002  5.418749382339890E-002
  0.912000000000000       5.850395470635981E-002  5.891370104592354E-002
  0.936000000000000       6.340233319895641E-002  6.383166310597038E-002
  0.960000000000000       6.848395637415422E-002  6.893138425399851E-002
  0.984000000000000       7.373772947373027E-002  7.420147711114648E-002
   1.00800000000000       7.915120046607733E-002  7.962919287473257E-002
   1.03200000000000       8.471059688735613E-002  8.520046064872025E-002
   1.05600000000000       9.040087148127708E-002  9.089993567003438E-002
   1.08000000000000       9.620575637108435E-002  9.671105614179065E-002
   1.10400000000000       0.102107825440826       0.102616108327071     
   1.12800000000000       0.108088564549069       0.108596299502231     
   1.15200000000000       0.114128449147209       0.114631838317247     
   1.17600000000000       0.120207028826794       0.120702022062610     
   1.20000000000000       0.126303018276108       0.126785330298099     
   1.22400000000000       0.132394394085950       0.132859524258692     
   1.24800000000000       0.138458496808338       0.138901751417102     
   1.27200000000000       0.144472137639966       0.144888654551242     
   1.29600000000000       0.150411709074876       0.150796484638432     
   1.32000000000000       0.156253298848059       0.156601216876570     
   1.34400000000000       0.161972806473726       0.162278669115815     
   1.36800000000000       0.167546061668856       0.167804621972702     
   1.39200000000000       0.172948943944379       0.173154939892074     
   1.41600000000000       0.178157502642971       0.178305692420600     
   1.44000000000000       0.183148076703894       0.183233274959173     
   1.46400000000000       0.187897413441602       0.187914528269760     
   1.48800000000000       0.192382785635737       0.192326856025426     
   1.51200000000000       0.196582106245637       0.196448339710002     
   1.53600000000000       0.200474040082328       0.200257850196016     
   1.56000000000000       0.204038111795047       0.203735155355941     
   1.58400000000000       0.207254809557327       0.206861023092163     
   1.60800000000000       0.210105683869440       0.209617319205180     
   1.63200000000000       0.212573440929170       0.211987099557018     
   1.65600000000000       0.214642030061222       0.213954696027483     
   1.68000000000000       0.216296724736785       0.215505795804240     
   1.70400000000000       0.217524196758471       0.216627513593519     
   1.72800000000000       0.218312583231774       0.217308456386150     
   1.75200000000000       0.218651545991907       0.217538780463237     
   1.77600000000000       0.218532323204153       0.217310240376714     
   1.80000000000000       0.217947772906190       0.216616229691961     
   1.82400000000000       0.216892408311974       0.215451813332166     
   1.84800000000000       0.215362424748327       0.213813751416858     
   1.87200000000000       0.213355718146913       0.211700514539652     
   1.89600000000000       0.210871895065601       0.209112290482342     
   1.92000000000000       0.207912274263827       0.206050982413763     
   1.94400000000000       0.204479879906263       0.202520198671929     
   1.96800000000000       0.200579426517455       0.198525234276575     
   1.99200000000000       0.196217295856906       0.194073044366030     
   2.01600000000000       0.191401505929000       0.189172209797117     
   2.04000000000000       0.186141672384940       0.183832895189164     
   2.06400000000000       0.180448962614300       0.178066799733094     
   2.08800000000000       0.174336042861580       0.171887101123577     
   2.11200000000000       0.167817018738169       0.165308393006376     
   2.13600000000000       0.160907369532165       0.158346616363921     
   2.16000000000000       0.153623876747392       0.151018985289871     
   2.18400000000000       0.145984547328629       0.143343907627694     
   2.20800000000000       0.138008532052385       0.135340900969140     
   2.23200000000000       0.129716039581453       0.127030504525775     
   2.25600000000000       0.121128246696890       0.118434187400495     
   2.28000000000000       0.112267205233039       0.109574253796090     
   2.30400000000000       0.103155746249666       0.100473745704609     
   2.32800000000000       9.381738198025955E-002  9.115634362434065E-002
   2.35200000000000       8.427620609717790E-002  8.164626585097762E-002
   2.37600000000000       7.455679283256869E-002  7.196816688584431E-002
   2.40000000000000       6.468409548900979E-002  6.214703549719004E-002
   2.42400000000000       5.468334486573369E-002  5.220809296056311E-002
   2.44800000000000       4.457994811519798E-002  4.217669199132589E-002
   2.47200000000000       3.439938853083542E-002  3.207821686662896E-002
   2.49600000000000       2.416712675021133E-002  2.193798521581069E-002
   2.52000000000000       1.390850383870904E-002  1.178115193740407E-002
   2.54400000000000       3.648646697460588E-003  1.632615677944933E-003
   2.56800000000000      -6.587623784274639E-003 -8.483071717232095E-003
   2.59200000000000      -1.677588143748373E-002 -1.854179239780956E-002
   2.61600000000000      -2.689218001480193E-002 -2.851994599185857E-002
   2.64000000000000      -3.691313454575230E-002 -3.839452905339093E-002
   2.66400000000000      -4.681599853638901E-002 -4.814321017949200E-002
   2.68800000000000      -5.657873673467041E-002 -5.774440053407832E-002
   2.71200000000000      -6.618009321441798E-002 -6.717731954760650E-002
   2.73600000000000      -7.559965456279985E-002 -7.642205559475024E-002
   2.76000000000000      -8.481790798868133E-002 -8.545962148493841E-002
   2.78400000000000      -9.381629420171003E-002 -9.427200463350591E-002
   2.80800000000000      -0.102577254944411      -0.102842211813806     
   2.83200000000000      -0.111084275091697      -0.111154308422824     
   2.85600000000000      -0.119321919263803      -0.119193452224368     
   2.88000000000000      -0.127275862929608      -0.126945921564649     
   2.90400000000000      -0.134932918007385      -0.134399138084836     
   2.92800000000000      -0.142281052999101      -0.141541683983792     
   2.95200000000000      -0.149309407722283      -0.148363313911578     
   2.97600000000000      -0.156008302730102      -0.154854961600245     
   3.00000000000000      -0.162369243535491      -0.161008741362911     
   3.02400000000000      -0.168384919778802      -0.166817944614938     
   3.04800000000000      -0.174049199500522      -0.172277031592168     
   3.07200000000000      -0.179357118700936      -0.177381618460550     
   3.09600000000000      -0.184304866387165      -0.182128460029023     
   3.12000000000000      -0.188889765324806      -0.186515428293237     
   3.14400000000000      -0.193110248726248      -0.190541487051444     
   3.16800000000000      -0.196965833120834      -0.194206662845822     
   3.19200000000000      -0.200457087663113      -0.197512012492445     
   3.21600000000000      -0.203585600144735      -0.200459587471250     
   3.24000000000000      -0.206353939982912      -0.203052395453529     
   3.26400000000000      -0.208765618463933      -0.205294359248932     
   3.28800000000000      -0.210825046523982      -0.207190273456538     
   3.31200000000000      -0.212537490351502      -0.208745759105490     
   3.33600000000000      -0.213909025095686      -0.209967216569880     
   3.36000000000000      -0.214946486964365      -0.210861777040265     
   3.38400000000000      -0.215657423991692      -0.211437252830325     
   3.40800000000000      -0.216050045751739      -0.211702086791894     
   3.43200000000000      -0.216133172288395      -0.211665301105052     
   3.45600000000000      -0.215916182525001      -0.211336445702100     
   3.48000000000000      -0.215408962408996      -0.210725546575372     
   3.50400000000000      -0.214621853037579      -0.209843054208829     
   3.52800000000000      -0.213565599000212      -0.208699792362578     
   3.55200000000000      -0.212251297162661      -0.207306907427756     
   3.57600000000000      -0.210690346105425      -0.205675818556894     
   3.60000000000000      -0.208894396416888      -0.203818168761918     
   3.62400000000000      -0.206875302028440      -0.201745777158524     
   3.64800000000000      -0.204645072765316      -0.199470592521868     
   3.67200000000000      -0.202215828273019      -0.197004648304427     
   3.69600000000000      -0.199599753465081      -0.194360019252638     
   3.72000000000000      -0.196809055623676      -0.191548779744596     
   3.74400000000000      -0.193855923270255      -0.188582963956732     
   3.76800000000000      -0.190752486909128      -0.185474527953203     
   3.79200000000000      -0.187510781732711      -0.182235313777627     
   3.81600000000000      -0.184142712363244      -0.178877015613020     
   3.84000000000000      -0.180660019692027      -0.175411148062282     
   3.86400000000000      -0.177074249863939      -0.171849016588486     
   3.88800000000000      -0.173396725441984      -0.168201690141595     
   3.91200000000000      -0.169638518774163      -0.164479975986025     
   3.93600000000000      -0.165810427572967      -0.160694396731902     
   3.96000000000000      -0.161922952706364      -0.156855169561819     
   3.98400000000000      -0.157986278188320      -0.152972187634479     
   4.00800000000000      -0.154010253346687      -0.149055003636875     
   4.03200000000000      -0.150004377136753      -0.145112815447544     
   4.05600000000000      -0.145977784559848      -0.141154453865059     
   4.08000000000000      -0.141939235138259      -0.137188372348207     
   4.10400000000000      -0.137897103390183      -0.133222638707327     
   4.12800000000000      -0.133859371241730      -0.129264928679994     
   4.15200000000000      -0.129833622306873      -0.125322521318672     
   4.17600000000000      -0.125827037960941      -0.121402296113094     
   4.20000000000000      -0.121846395128564      -0.117510731765934     
   4.22400000000000      -0.117898065703010      -0.113653906536843     
   4.24800000000000      -0.113988017510582      -0.109837500067083     
   4.27200000000000      -0.110121816731056      -0.106066796594742     
   4.29600000000000      -0.106304631683153      -0.102346689468964     
   4.32000000000000      -0.102541237882601      -9.868168687056797E-002
   4.34400000000000      -9.883602427952420E-002 -9.507591864598405E-002
   4.36800000000000      -9.519300058156598E-002 -9.153314416149803E-002
   4.39200000000000      -9.161580556943505E-002 -8.805676108535021E-002
   4.41600000000000      -8.810771631221080E-002 -8.464981500624093E-002
   4.44000000000000      -8.467165819094641E-002 -8.131500979824861E-002
   4.46400000000000      -8.131021564066022E-002 -7.805471864398512E-002
   4.48800000000000      -7.802564352277359E-002 -7.487099563000976E-002
   4.51200000000000      -7.481987904234820E-002 -7.176558783102351E-002
   4.53600000000000      -7.169455412709852E-002 -6.873994780216730E-002
   4.56000000000000      -6.865100818804014E-002 -6.579524640178755E-002
   4.58400000000000      -6.569030118477320E-002 -6.293238587030184E-002
   4.60800000000000      -6.281322692174025E-002 -6.015201309424369E-002
   4.63200000000000      -6.002032650532068E-002 -5.745453298817182E-002
   4.65600000000000      -5.731190189528457E-002 -5.484012193085118E-002
   4.68000000000000      -5.468802948791137E-002 -5.230874119593643E-002
   4.70400000000000      -5.214857367193595E-002 -4.986015032126567E-002
   4.72800000000000      -4.969320030241169E-002 -4.749392036480019E-002
   4.75200000000000      -4.732139004152456E-002 -4.520944699917567E-002
   4.77600000000000      -4.503245151935398E-002 -4.300596340075777E-002
   4.80000000000000      -4.282553427150996E-002 -4.088255289298251E-002
   4.82400000000000      -4.069964141448511E-002 -3.883816130760870E-002
   4.84800000000000      -3.865364202339069E-002 -3.687160903126700E-002
   4.87200000000000      -3.668628318052456E-002 -3.498160270838322E-002
   4.89600000000000      -3.479620166688128E-002 -3.316674657512207E-002
   4.92000000000000      -3.298193527228811E-002 -3.142555340246647E-002
   4.94400000000000      -3.124193370329063E-002 -2.975645502987810E-002
   4.96800000000000      -2.957456907123113E-002 -2.815781247418666E-002
   4.99200000000000      -2.797814594613187E-002 -2.662792560140297E-002
   5.01600000000000      -2.645091096502319E-002 -2.516504235205370E-002
   5.04000000000000      -2.499106198622179E-002 -2.376736751337237E-002
   5.06400000000000      -2.359675678377585E-002 -2.243307103426291E-002
   5.08800000000000      -2.226612127883386E-002 -2.116029588136177E-002
   5.11200000000000      -2.099725730707326E-002 -1.994716543677331E-002
   5.13600000000000      -1.978824992353105E-002 -1.879179044012956E-002
   5.16000000000000      -1.863717424822115E-002 -1.769227547954049E-002
