    1    1                  0.598413420602149
    2    2                  0.630783130505040
    2    3                 -0.561939570340422
    2    9                 -0.050336919546323
    3    2                  0.561939570340422
    3    3                 -0.199471140200716
    3    8                  0.050336919546322
    4    4                  0.708052307911972
    4    6                 -0.756939756606048
    5    5                  0.598413420602149
    6    4                  0.756939756606048
    6    6                 -0.378469878303024
    7    7                  0.783507084796226
    7   10                 -0.904716052638161
    8    3                 -0.050336919546322
    8    8                  0.630783130505040
    8    9                  0.561939570340422
    9    2                  0.050336919546323
    9    8                 -0.561939570340422
    9    9                 -0.199471140200716
   10    7                  0.904716052638161
   10   10                 -0.505751648508552
