    1    2                  2.559016005070703
    1    3                  1.481495924021893
    1    8                 -5.084729697825700
    1    9                  3.742551179901998
    2    1                 -2.559016005070703
    2    4                 -0.289038223101493
    2    5                  3.906151041436365
    2    6                 -0.096346074367164
    3    1                  1.481495924021893
    3    5                 -3.187344043922772
    3    6                 -0.943752628164208
    4    2                  0.289038223101493
    4    7                 -6.867682779668999
    4    8                 10.964951267019782
    4   10                 -1.535660554324464
    5    2                 -3.906151041436365
    5    3                 -3.187344043922772
    5    8                 -6.915635041652821
    5    9                  4.624159376534879
    6    2                 -0.096346074367164
    6    3                  0.943752628164208
    6    8                 -3.654983755673251
    6    9                 -8.120977470615205
    6   10                 -5.745915656665504
    7    4                  6.867682779668999
    8    1                  5.084729697825700
    8    4                -10.964951267019780
    8    5                  6.915635041652824
    8    6                 -3.654983755673254
    9    1                  3.742551179901999
    9    5                  4.624159376534883
    9    6                  8.120977470615205
   10    4                 -1.535660554324468
   10    6                  5.745915656665503
