 ivE3: E_i      B_i
   7.46314451839210       9.201583651497797E-002
   11.9722946601374        130.258384173530     
   19.3714147035517       0.680988632194010     
   21.0689978153851        123.228331061319     
   30.2120137017921       0.531190727842696     
   34.0181595689948        174.685558219550     
   54.0202234268939        1.65706705131221     
   56.1687025840663        93.3860252128227     
   65.9759386238106        38.6568481237129     
   66.5216142714263        42.2268484124871     
