    1    2                 -2.660325375373036
    1    3                 -1.565493513542302
    1    8                 -4.985511713861237
    1    9                 -3.676351334544568
    2    1                  2.660325375373036
    2    4                  0.147185992206993
    2    5                  3.791535888248237
    2    6                  0.049061997402331
    3    1                 -1.565493513542303
    3    5                 -3.104581816701266
    3    6                  0.824506078001665
    4    2                 -0.147185992206993
    4    7                  6.867682779669029
    4    8                 10.967772593659559
    4   10                  1.535660554324467
    5    2                 -3.791535888248237
    5    3                 -3.104581816701268
    5    8                  7.012749849968535
    5    9                  4.705185880330544
    6    2                  0.049061997402331
    6    3                 -0.824506078001664
    6    8                 -3.655924197886522
    6    9                  8.133949460670680
    6   10                  5.745915656665500
    7    4                 -6.867682779669029
    8    1                  4.985511713861237
    8    4                -10.967772593659561
    8    5                 -7.012749849968541
    8    6                 -3.655924197886518
    9    1                 -3.676351334544568
    9    5                  4.705185880330543
    9    6                 -8.133949460670680
   10    4                  1.535660554324462
   10    6                 -5.745915656665501
